codigo;descricao;inicio;fim;ato;numero;ano
8111.00.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
81.12;Berílio, cromo, germânio, vanádio, gálio, háfnio (céltio), índio, nióbio (colômbio), rênio e tálio, e suas obras, incluindo os desperdícios e resíduos, e sucata.;01/01/2017;31/03/2022;Res Camex;000125;2016
8112.1;- Berílio:;01/01/2017;31/03/2022;Res Camex;000125;2016
8112.12.00;-- Em formas brutas; pós;01/01/2017;31/03/2022;Res Camex;000125;2016
8112.13.00;-- Desperdícios e resíduos, e sucata;01/01/2017;31/03/2022;Res Camex;000125;2016
8112.19.00;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
8112.2;- Cromo:;01/01/2017;31/03/2022;Res Camex;000125;2016
8112.21;-- Em formas brutas; pós;01/01/2017;31/03/2022;Res Camex;000125;2016
8112.21.10;Em formas brutas;01/01/2017;31/03/2022;Res Camex;000125;2016
8112.21.20;Pós;01/01/2017;31/03/2022;Res Camex;000125;2016
8112.22.00;-- Desperdícios e resíduos, e sucata;01/01/2017;31/03/2022;Res Camex;000125;2016
8112.29.00;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
8112.5;- Tálio:;01/01/2017;31/03/2022;Res Camex;000125;2016
8112.51.00;-- Em formas brutas; pós;01/01/2017;31/03/2022;Res Camex;000125;2016
8112.52.00;-- Desperdícios e resíduos, e sucata;01/01/2017;31/03/2022;Res Camex;000125;2016
8112.59.00;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
8112.9;- Outros:;01/01/2017;31/03/2022;Res Camex;000125;2016
8112.92.00;-- Em formas brutas; desperdícios e resíduos, e sucata; pós;01/01/2017;31/03/2022;Res Camex;000125;2016
8112.99.00;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
8113.00;Cermets e suas obras, incluindo os desperdícios e resíduos, e sucata.;01/01/2017;31/03/2022;Res Camex;000125;2016
8113.00.10;Chapas, folhas, tiras, fios, hastes, pastilhas e plaquetas;01/01/2017;31/03/2022;Res Camex;000125;2016
8113.00.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
82;Ferramentas, artigos de cutelaria e talheres, e suas partes, de metais comuns.;01/01/2017;31/03/2022;Res Camex;000125;2016
82.01;Pás, alviões, picaretas, enxadas, sachos, forcados, forquilhas, ancinhos e raspadeiras; machados, podões e ferramentas semelhantes com gume; tesouras de podar de todos os tipos; foices e foicinhas, facas para feno ou para palha, tesouras para sebes, cunhas e outras ferramentas manuais para agricultura, horticultura ou silvicultura.;01/01/2017;31/03/2022;Res Camex;000125;2016
8201.10.00;- Pás;01/01/2017;31/03/2022;Res Camex;000125;2016
8201.30.00;- Alviões, picaretas, enxadas, sachos, ancinhos e raspadeiras;01/01/2017;31/03/2022;Res Camex;000125;2016
8201.40.00;- Machados, podões e ferramentas semelhantes com gume;01/01/2017;31/03/2022;Res Camex;000125;2016
8201.50.00;- Tesouras de podar (incluindo as tesouras para aves) manipuladas com uma das mãos;01/01/2017;31/03/2022;Res Camex;000125;2016
8201.60.00;- Tesouras para sebes, tesouras de podar e ferramentas semelhantes, manipuladas com as duas mãos;01/01/2017;31/03/2022;Res Camex;000125;2016
8201.90.00;- Outras ferramentas manuais para agricultura, horticultura e silvicultura;01/01/2017;31/03/2022;Res Camex;000125;2016
82.02;Serras manuais; folhas de serras de todos os tipos (incluindo as fresas-serras e as folhas não dentadas para serrar).;01/01/2017;31/03/2022;Res Camex;000125;2016
8202.10.00;- Serras manuais;01/01/2017;31/03/2022;Res Camex;000125;2016
8202.20.00;- Folhas de serras de fita;01/01/2017;31/03/2022;Res Camex;000125;2016
8202.3;- Folhas de serras circulares (incluindo as fresas-serras):;01/01/2017;31/03/2022;Res Camex;000125;2016
8202.31.00;-- Com parte operante de aço;01/01/2017;31/03/2022;Res Camex;000125;2016
8202.39.00;-- Outras, incluindo as partes;01/01/2017;31/03/2022;Res Camex;000125;2016
8202.40.00;- Correntes cortantes de serras;01/01/2017;31/03/2022;Res Camex;000125;2016
8202.9;- Outras folhas de serras:;01/01/2017;31/03/2022;Res Camex;000125;2016
8202.91.00;-- Folhas de serras retilíneas, para trabalhar metais;01/01/2017;31/03/2022;Res Camex;000125;2016
8202.99;-- Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
8202.99.10;Retas, não dentadas, para serrar pedras;01/07/2018;31/03/2022;Res Camex;000010;2018
8202.99.90;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
82.03;Limas, grosas, alicates (mesmo cortantes), tenazes, pinças, cisalhas para metais, corta-tubos, corta-pinos, saca-bocados e ferramentas semelhantes, manuais.;01/01/2017;31/03/2022;Res Camex;000125;2016
8203.10;- Limas, grosas e ferramentas semelhantes;01/01/2017;31/03/2022;Res Camex;000125;2016
8203.10.10;Limas e grosas;01/01/2017;31/03/2022;Res Camex;000125;2016
8203.10.90;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
8203.20;- Alicates (mesmo cortantes), tenazes, pinças e ferramentas semelhantes;01/01/2017;31/03/2022;Res Camex;000125;2016
8203.20.10;Alicates (mesmo cortantes);01/01/2017;31/03/2022;Res Camex;000125;2016
8203.20.90;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
8203.30.00;- Cisalhas para metais e ferramentas semelhantes;01/01/2017;31/03/2022;Res Camex;000125;2016
8203.40.00;- Corta-tubos, corta-pinos, saca-bocados e ferramentas semelhantes;01/01/2017;31/03/2022;Res Camex;000125;2016
82.04;Chaves de porcas, manuais (incluindo as chaves dinamométricas); chaves de caixa intercambiáveis, mesmo com cabos.;01/01/2017;31/03/2022;Res Camex;000125;2016
8204.1;- Chaves de porcas, manuais:;01/01/2017;31/03/2022;Res Camex;000125;2016
8204.11.00;-- De abertura fixa;01/01/2017;31/03/2022;Res Camex;000125;2016
8204.12.00;-- De abertura variável;01/01/2017;31/03/2022;Res Camex;000125;2016
8204.20.00;- Chaves de caixa intercambiáveis, mesmo com cabos;01/01/2017;31/03/2022;Res Camex;000125;2016
82.05;Ferramentas manuais (incluindo os corta-vidros (diamantes de vidraceiro)) não especificadas nem compreendidas noutras posições; lâmpadas ou lamparinas, de soldar (maçaricos) e semelhantes; tornos de apertar, sargentos e semelhantes, exceto os acessórios ou partes de máquinas-ferramentas ou de máquinas de corte a jato de água; bigornas; forjas portáteis; mós com armação, manuais ou de pedal.;01/01/2017;31/03/2022;Res Camex;000125;2016
8205.10.00;- Ferramentas de furar ou de roscar;01/01/2017;31/03/2022;Res Camex;000125;2016
8205.20.00;- Martelos e marretas;01/01/2017;31/03/2022;Res Camex;000125;2016
8205.30.00;- Plainas, formões, goivas e ferramentas cortantes semelhantes, para trabalhar madeira;01/01/2017;31/03/2022;Res Camex;000125;2016
8205.40.00;- Chaves de fenda;01/01/2017;31/03/2022;Res Camex;000125;2016
8205.5;- Outras ferramentas manuais (incluindo os corta-vidros (diamantes de vidraceiro)):;01/01/2017;31/03/2022;Res Camex;000125;2016
8205.51.00;-- De uso doméstico;01/01/2017;31/03/2022;Res Camex;000125;2016
8205.59.00;-- Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
8205.60.00;- Lâmpadas ou lamparinas, de soldar (maçaricos) e semelhantes;01/01/2017;31/03/2022;Res Camex;000125;2016
8205.70.00;- Tornos de apertar, sargentos e semelhantes;01/01/2017;31/03/2022;Res Camex;000125;2016
8205.90.00;- Outros, incluindo os sortidos constituídos por artigos incluídos em pelo menos duas das subposições da presente posição;01/01/2017;31/03/2022;Res Camex;000125;2016
8206.00.00;Ferramentas de pelo menos duas das posições 82.02 a 82.05, acondicionadas em sortidos para venda a retalho.;01/01/2017;31/03/2022;Res Camex;000125;2016
82.07;Ferramentas intercambiáveis para ferramentas manuais, mesmo mecânicas, ou para máquinas-ferramentas (por exemplo, de embutir, estampar, puncionar, roscar (incluindo atarraxar), furar, escarear, mandrilar, brochar, fresar, tornear, aparafusar), incluindo as fieiras de estiramento ou de extrusão, para metais, e as ferramentas de perfuração ou de sondagem.;01/07/2018;31/03/2022;Res Camex;000010;2018
8207.1;- Ferramentas de perfuração ou de sondagem:;01/01/2017;31/03/2022;Res Camex;000125;2016
8207.13.00;-- Com parte operante de cermets;01/01/2017;31/03/2022;Res Camex;000125;2016
8207.19;-- Outras, incluindo as partes;01/04/2021;31/03/2022;Res Camex;000136;2020
8207.19.10;Brocas (drill bits);01/04/2021;31/03/2022;Res Camex;000136;2020
8207.19.90;Outras;01/04/2021;31/03/2022;Res Camex;000136;2020
8207.20.00;- Fieiras de estiramento ou de extrusão, para metais;01/01/2017;31/03/2022;Res Camex;000125;2016
8207.30.00;- Ferramentas de embutir, de estampar ou de puncionar;01/01/2017;31/03/2022;Res Camex;000125;2016
8207.40;- Ferramentas de roscar (incluindo atarraxar) interior ou exteriormente;01/07/2018;31/03/2022;Res Camex;000010;2018
8207.40.10;De roscar interiormente;01/01/2017;31/03/2022;Res Camex;000125;2016
8207.40.20;De roscar exteriormente;01/01/2017;31/03/2022;Res Camex;000125;2016
8207.50;- Ferramentas de furar;01/01/2017;31/03/2022;Res Camex;000125;2016
8207.50.1;Brocas, mesmo diamantadas;01/01/2017;31/03/2022;Res Camex;000125;2016
8207.50.11;Helicoidais, de diâmetro inferior ou igual a 52 mm;01/01/2017;31/03/2022;Res Camex;000125;2016
8207.50.19;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
8207.50.90;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
8207.60.00;- Ferramentas de escarear, mandrilar ou de brochar;01/07/2018;31/03/2022;Res Camex;000010;2018
8207.70;- Ferramentas de fresar;01/01/2017;31/03/2022;Res Camex;000125;2016
8207.70.10;De topo;01/01/2017;31/03/2022;Res Camex;000125;2016
8207.70.20;Para cortar engrenagens;01/01/2017;31/03/2022;Res Camex;000125;2016
8207.70.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
8207.80.00;- Ferramentas de tornear;01/01/2017;31/03/2022;Res Camex;000125;2016
8207.90.00;- Outras ferramentas intercambiáveis;01/01/2017;31/03/2022;Res Camex;000125;2016
82.08;Facas e lâminas cortantes, para máquinas ou para aparelhos mecânicos.;01/01/2017;31/03/2022;Res Camex;000125;2016
8208.10.00;- Para trabalhar metais;01/01/2017;31/03/2022;Res Camex;000125;2016
8208.20.00;- Para trabalhar madeira;01/01/2017;31/03/2022;Res Camex;000125;2016
8208.30.00;- Para aparelhos de cozinha ou para máquinas das indústrias alimentares;01/01/2017;31/03/2022;Res Camex;000125;2016
8208.40.00;- Para máquinas de agricultura, horticultura ou silvicultura;01/01/2017;31/03/2022;Res Camex;000125;2016
8208.90.00;- Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
8209.00;Plaquetas, varetas, pontas e objetos semelhantes para ferramentas, não montados, de cermets.;01/01/2017;31/03/2022;Res Camex;000125;2016
8209.00.1;Plaquetas ou pastilhas;01/01/2017;31/03/2022;Res Camex;000125;2016
8209.00.11;Intercambiáveis;01/01/2017;31/03/2022;Res Camex;000125;2016
8209.00.19;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
8209.00.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
8210.00;Aparelhos mecânicos de acionamento manual, pesando até 10 kg, utilizados para preparar, acondicionar ou servir alimentos ou bebidas.;01/01/2017;31/03/2022;Res Camex;000125;2016
8210.00.10;Moinhos;01/01/2017;31/03/2022;Res Camex;000125;2016
8210.00.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
82.11;Facas (exceto as da posição 82.08) de lâmina cortante ou serrilhada, incluindo as podadeiras de lâmina móvel, e suas lâminas.;01/01/2017;31/03/2022;Res Camex;000125;2016
8211.10.00;- Sortidos;01/01/2017;31/03/2022;Res Camex;000125;2016
8211.9;- Outras:;01/01/2017;31/03/2022;Res Camex;000125;2016
8211.91.00;-- Facas de mesa, de lâmina fixa;01/01/2017;31/03/2022;Res Camex;000125;2016
8211.92;-- Outras facas de lâmina fixa;01/01/2017;31/03/2022;Res Camex;000125;2016
8211.92.10;Para cozinha e açougue;01/01/2017;31/03/2022;Res Camex;000125;2016
8211.92.20;Para caça;01/01/2017;31/03/2022;Res Camex;000125;2016
8211.92.90;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
8211.93;-- Facas, exceto as de lâmina fixa, incluindo as podadeiras de lâmina móvel;01/01/2017;31/03/2022;Res Camex;000125;2016
8211.93.10;Podadeiras e suas partes;01/01/2017;31/03/2022;Res Camex;000125;2016
8211.93.20;Canivetes com uma ou várias lâminas ou outras peças;01/01/2017;31/03/2022;Res Camex;000125;2016
8211.93.90;Outras;01/01/2017;31/03/2022;Res Camex;000125;2016
8211.94.00;-- Lâminas;01/01/2017;31/03/2022;Res Camex;000125;2016
8211.95.00;-- Cabos de metais comuns;01/01/2017;31/03/2022;Res Camex;000125;2016
82.12;Navalhas e aparelhos, de barbear, e suas lâminas (incluindo os esboços em tiras).;01/01/2017;31/03/2022;Res Camex;000125;2016
8212.10;- Navalhas e aparelhos, de barbear;01/01/2017;31/03/2022;Res Camex;000125;2016
8212.10.10;Navalhas;01/01/2017;31/03/2022;Res Camex;000125;2016
8212.10.20;Aparelhos;01/01/2017;31/03/2022;Res Camex;000125;2016
8212.20;- Lâminas de barbear de segurança, incluindo os esboços em tiras;01/01/2017;31/03/2022;Res Camex;000125;2016
8212.20.10;Lâminas;01/01/2017;31/03/2022;Res Camex;000125;2016
8212.20.20;Esboços em tiras;01/01/2017;31/03/2022;Res Camex;000125;2016
8212.90.00;- Outras partes;01/01/2017;31/03/2022;Res Camex;000125;2016
8213.00.00;Tesouras e suas lâminas.;01/01/2017;31/03/2022;Res Camex;000125;2016
82.14;Outros artigos de cutelaria (por exemplo, máquinas de cortar o cabelo ou tosquiar, fendeleiras, cutelos, incluindo os de açougue e de cozinha, e espátulas (corta-papéis)); utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluindo as limas para unhas).;01/07/2018;31/03/2022;Res Camex;000010;2018
8214.10.00;- Espátulas (corta-papéis), abre-cartas, raspadeiras, apontadores de lápis (apara-lápis*) e suas lâminas;01/07/2018;31/03/2022;Res Camex;000010;2018
8214.20.00;- Utensílios e sortidos de utensílios de manicuros ou de pedicuros (incluindo as limas para unhas);01/01/2017;31/03/2022;Res Camex;000125;2016
8214.90;- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
8214.90.10;Máquinas de tosquiar e suas partes;01/01/2017;31/03/2022;Res Camex;000125;2016
8214.90.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
82.15;Colheres, garfos, conchas, escumadeiras, pás para tortas, facas especiais para peixe ou para manteiga, pinças para açúcar e artigos semelhantes.;01/01/2017;31/03/2022;Res Camex;000125;2016
8215.10.00;- Sortidos que contenham pelo menos um objeto prateado, dourado ou platinado;01/01/2017;31/03/2022;Res Camex;000125;2016
8215.20.00;- Outros sortidos;01/01/2017;31/03/2022;Res Camex;000125;2016
8215.9;- Outros:;01/01/2017;31/03/2022;Res Camex;000125;2016
8215.91.00;-- Prateados, dourados ou platinados;01/01/2017;31/03/2022;Res Camex;000125;2016
8215.99;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
8215.99.10;De aço inoxidável;01/01/2017;31/03/2022;Res Camex;000125;2016
8215.99.90;Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
83;Obras diversas de metais comuns.;01/01/2017;31/03/2022;Res Camex;000125;2016
83.01;Cadeados, fechaduras e ferrolhos (de chave, de segredo ou elétricos), de metais comuns; fechos e armações com fecho, com fechadura, de metais comuns; chaves para estes artigos, de metais comuns.;01/01/2017;31/03/2022;Res Camex;000125;2016
8301.10.00;- Cadeados;01/01/2017;31/03/2022;Res Camex;000125;2016
8301.20.00;- Fechaduras do tipo utilizado em veículos automóveis;01/01/2017;31/03/2022;Res Camex;000125;2016
8301.30.00;- Fechaduras do tipo utilizado em móveis;01/01/2017;31/03/2022;Res Camex;000125;2016
8301.40.00;- Outras fechaduras; ferrolhos;01/01/2017;31/03/2022;Res Camex;000125;2016
8301.50.00;- Fechos e armações com fecho, com fechadura;01/01/2017;31/03/2022;Res Camex;000125;2016
8301.60.00;- Partes;01/01/2017;31/03/2022;Res Camex;000125;2016
8301.70.00;- Chaves apresentadas isoladamente;01/01/2017;31/03/2022;Res Camex;000125;2016
83.02;Guarnições, ferragens e artigos semelhantes, de metais comuns, para móveis, portas, escadas, janelas, persianas, carroçarias, artigos de seleiro, malas, cofres, caixas de segurança e outras obras semelhantes; pateras, porta-chapéus, cabides e artigos semelhantes, de metais comuns; rodízios com armação de metais comuns; fechos automáticos para portas, de metais comuns.;01/01/2017;31/03/2022;Res Camex;000125;2016
8302.10.00;- Dobradiças de qualquer tipo (incluindo os gonzos e as charneiras);01/01/2017;31/03/2022;Res Camex;000125;2016
8302.20.00;- Rodízios;01/01/2017;31/03/2022;Res Camex;000125;2016
8302.30.00;- Outras guarnições, ferragens e artigos semelhantes, para veículos automóveis;01/01/2017;31/03/2022;Res Camex;000125;2016
8302.4;- Outras guarnições, ferragens e artigos semelhantes:;01/01/2017;31/03/2022;Res Camex;000125;2016
8302.41.00;-- Para construções;01/01/2017;31/03/2022;Res Camex;000125;2016
8302.42.00;-- Outros, para móveis;01/01/2017;31/03/2022;Res Camex;000125;2016
8302.49.00;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
8302.50.00;- Pateras, porta-chapéus, cabides e artigos semelhantes;01/01/2017;31/03/2022;Res Camex;000125;2016
8302.60.00;- Fechos automáticos para portas;01/01/2017;31/03/2022;Res Camex;000125;2016
8303.00.00;Cofres-fortes, portas blindadas e compartimentos para casas-fortes, cofres e caixas de segurança e artigos semelhantes, de metais comuns.;01/01/2017;31/03/2022;Res Camex;000125;2016
8304.00.00;Classificadores, fichários (ficheiros), caixas de classificação, porta-cópias, porta-canetas, porta-carimbos e artigos semelhantes, de escritório, de metais comuns, excluindo os móveis de escritório da posição 94.03.;01/07/2018;31/03/2022;Res Camex;000010;2018
83.05;Ferragens para encadernação de folhas móveis ou para classificadores, molas para papéis, cantos para cartas, clipes, indicadores para fichas ou cavaleiros e objetos semelhantes de escritório, de metais comuns; grampos apresentados em barretas (por exemplo, de escritório, para atapetar, para embalagem), de metais comuns.;01/01/2017;31/03/2022;Res Camex;000125;2016
8305.10.00;- Ferragens para encadernação de folhas móveis ou para classificadores;01/01/2017;31/03/2022;Res Camex;000125;2016
8305.20.00;- Grampos apresentados em barretas;01/01/2017;31/03/2022;Res Camex;000125;2016
8305.90.00;- Outros, incluindo as partes;01/01/2017;31/03/2022;Res Camex;000125;2016
83.06;Sinos, campainhas, gongos e artigos semelhantes, não elétricos, de metais comuns; estatuetas e outros objetos de ornamentação, de metais comuns; molduras para fotografias, gravuras ou semelhantes, de metais comuns; espelhos de metais comuns.;01/01/2017;31/03/2022;Res Camex;000125;2016
8306.10.00;- Sinos, campainhas, gongos e artigos semelhantes;01/01/2017;31/03/2022;Res Camex;000125;2016
8306.2;- Estatuetas e outros objetos de ornamentação:;01/01/2017;31/03/2022;Res Camex;000125;2016
8306.21.00;-- Prateados, dourados ou platinados;01/01/2017;31/03/2022;Res Camex;000125;2016
8306.29.00;-- Outros;01/01/2017;31/03/2022;Res Camex;000125;2016
8306.30.00;- Molduras para fotografias, gravuras ou semelhantes; espelhos;01/01/2017;31/03/2022;Res Camex;000125;2016
83.07;Tubos flexíveis de metais comuns, mesmo com acessórios.;01/01/2017;31/03/2022;Res Camex;000125;2016
8307.10;- De ferro ou aço;01/01/2017;31/03/2022;Res Camex;000125;2016
8307.10.10;Do tipo utilizado na explotação submarina de petróleo ou gás, constituídos por camadas flexíveis de aço e camadas de plástico, de diâmetro interior superior a 254 mm;01/01/2017;31/03/2022;Res Camex;000125;2016
